"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"2630","synaptic vesicle endocytosis (GO:0048488)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"DNM3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2631","tube closure (GO:0060606)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"DLC1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2632","regulation of vasoconstriction (GO:0019229)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"ADRA1A","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2633","vacuolar transport (GO:0007034)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"VPS13C","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2634","positive regulation of myeloid cell differentiation (GO:0045639)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"FOXO3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2635","semaphorin-plexin signaling pathway (GO:0071526)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"PLXNA2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2636","amino acid transmembrane transport (GO:0003333)","1/29",0.207922705371738,0.36833872889166,0,0,4.45013477088949,6.98933217290716,"SLC6A7","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2637","positive regulation of cellular component organization (GO:0051130)","2/106",0.208174756057643,0.36833872889166,0,0,2.40214216163583,3.76986756883234,"CLSTN2;FNIP2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2638","regulation of transcription, DNA-templated (GO:0006355)","16/1598",0.208758196707518,0.368690811496336,0,0,1.28234302570586,2.00889120650537,"SPEN;ZNF483;SRCAP;SS18L1;TGFBRAP1;ARID5A;PSEN1;FOXO3;ARHGAP35;IKZF4;ERBB4;MTF1;NSD1;ZNF831;BLZF1;BRWD3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2639","negative regulation of hydrolase activity (GO:0051346)","2/108",0.214028852402788,0.372252729852751,0,0,2.35657989013614,3.63300830563167,"SLC7A14;ARFGEF3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2640","smoothened signaling pathway (GO:0007224)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"PTCHD1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2641","hippo signaling (GO:0035329)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"AMOTL1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2642","aminoglycan metabolic process (GO:0006022)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"XYLT1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2643","phosphatidylinositol 3-kinase signaling (GO:0014065)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"NYAP2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2644","positive regulation of B cell proliferation (GO:0030890)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"CHRNB2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2645","nuclear envelope organization (GO:0006998)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"UBXN2B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2646","protein palmitoylation (GO:0018345)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"ZDHHC21","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2647","regulation of ARF protein signal transduction (GO:0032012)","1/30",0.214268516036203,0.372252729852751,0,0,4.29646497505964,6.61881300609656,"ACAP2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2648","circulatory system development (GO:0072359)","2/109",0.216961864095937,0.375571169075819,0,0,2.33443747781853,3.56709909551552,"ERBB4;CACNA1C","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2649","Wnt signaling pathway (GO:0016055)","2/109",0.216961864095937,0.375571169075819,0,0,2.33443747781853,3.56709909551552,"FZD3;PSEN1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2650","regulation of cell growth (GO:0001558)","3/201",0.217771606610989,0.376293640972862,0,0,1.89558000386026,2.88944860139559,"AKAP6;BLZF1;DCBLD2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2651","macroautophagy (GO:0016236)","2/110",0.219898519837109,0.377715510538271,0,0,2.31270511017346,3.50279798033069,"STX17;EPG5","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2652","regulation of dendritic spine development (GO:0060998)","1/31",0.220563801774173,0.377715510538271,0,0,4.15303983228512,6.27760325736687,"PSEN1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2653","positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)","1/31",0.220563801774173,0.377715510538271,0,0,4.15303983228512,6.27760325736687,"AKAP6","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2654","lysosome organization (GO:0007040)","1/31",0.220563801774173,0.377715510538271,0,0,4.15303983228512,6.27760325736687,"CLVS2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2655","gene silencing by miRNA (GO:0035195)","1/31",0.220563801774173,0.377715510538271,0,0,4.15303983228512,6.27760325736687,"AGO2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2656","regulation of MAPK cascade (GO:0043408)","3/203",0.221951696653089,0.379414754171679,0,0,1.87643312101911,2.8245863395537,"ERBB4;KSR2;ADRA1A","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2657","regulation of protein binding (GO:0043393)","2/111",0.222838575492888,0.379598245886625,0,0,2.29137150156776,3.44005355595686,"PSEN1;ADD2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2658","phosphatidylinositol metabolic process (GO:0046488)","2/112",0.225781790587801,0.379598245886625,0,0,2.27042577675489,3.37881647824941,"PGAP1;PIP4K2C","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2659","positive regulation of TOR signaling (GO:0032008)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"SMCR8","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2660","positive regulation of calcium ion transport into cytosol (GO:0010524)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"AKAP6","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2661","regulation of glutamate receptor signaling pathway (GO:1900449)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"CNIH3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2662","phosphatidylcholine biosynthetic process (GO:0006656)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"PCYT1B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2663","ceramide biosynthetic process (GO:0046513)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"ST8SIA3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2664","regulation of erythrocyte differentiation (GO:0045646)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"FOXO3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2665","microtubule bundle formation (GO:0001578)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"NAV1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2666","cyclic-nucleotide-mediated signaling (GO:0019935)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"AKAP6","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2667","regulation of potassium ion transmembrane transport (GO:1901379)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"AKAP6","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2668","GPI anchor biosynthetic process (GO:0006506)","1/32",0.22680896234936,0.379598245886625,0,0,4.0188679245283,5.96258210874446,"PGAP1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2669","regulation of organelle organization (GO:0033043)","2/113",0.228727928155652,0.38214300191859,0,0,2.2498574523891,3.31903936456113,"USP6NL;AKAP9","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2670","positive regulation of apoptotic process (GO:0043065)","4/307",0.231680193049504,0.383278240451087,0,0,1.65329609884065,2.4177758114332,"RASGRF2;DLC1;PSEN1;FOXO3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2671","intracellular pH reduction (GO:0051452)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"DMXL2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2672","chemical synaptic transmission, postsynaptic (GO:0099565)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"GRIN2B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2673","neural tube closure (GO:0001843)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"DLC1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2674","positive regulation of calcium ion transport (GO:0051928)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2675","regulation of neurotransmitter receptor activity (GO:0099601)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"CNIH3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2676","positive regulation of organelle organization (GO:0010638)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"SMCR8","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2677","regulation of postsynaptic membrane potential (GO:0060078)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"GRIN2B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2678","positive regulation of catalytic activity (GO:0043085)","1/33",0.233004394351391,0.383278240451087,0,0,3.89308176100629,5.67104428162808,"PSEN1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2679","positive regulation of protein phosphorylation (GO:0001934)","5/412",0.234795923037138,0.385563853069547,0,0,1.54022350796544,2.23184324595046,"ERBB4;AKAP9;KSR2;ADRA1A;FNIP2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2680","regulation of macroautophagy (GO:0016241)","2/116",0.237581559322709,0.388063149194896,0,0,2.19031756606707,3.14802145187844,"EPM2A;SMCR8","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2681","embryonic limb morphogenesis (GO:0030326)","1/34",0.239150491318231,0.388063149194896,0,0,3.7749190013341,5.40063412871104,"CACNA1C","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2682","apoptotic mitochondrial changes (GO:0008637)","1/34",0.239150491318231,0.388063149194896,0,0,3.7749190013341,5.40063412871104,"ERBB4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2683","ncRNA metabolic process (GO:0034660)","1/34",0.239150491318231,0.388063149194896,0,0,3.7749190013341,5.40063412871104,"AGO2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2684","regulation of axon extension (GO:0030516)","1/34",0.239150491318231,0.388063149194896,0,0,3.7749190013341,5.40063412871104,"PLXNA2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2685","regulation of insulin receptor signaling pathway (GO:0046626)","1/34",0.239150491318231,0.388063149194896,0,0,3.7749190013341,5.40063412871104,"SIK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2686","regulation of interferon-beta production (GO:0032648)","1/34",0.239150491318231,0.388063149194896,0,0,3.7749190013341,5.40063412871104,"POLR3B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2687","protein localization to cell periphery (GO:1990778)","2/117",0.240537087790938,0.389653829715388,0,0,2.17116125481563,3.09364639850816,"MYO5A;ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2688","regulation of canonical Wnt signaling pathway (GO:0060828)","3/213",0.243080660352446,0.391954749081659,0,0,1.78616924476797,2.52628982519319,"AMER3;ZNRF3;PSEN1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2689","plasma membrane bounded cell projection organization (GO:0120036)","2/118",0.243494406430855,0.391954749081659,0,0,2.15233522479267,3.04052069446941,"FRY;PPP1R9A","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2690","regulation of microtubule polymerization (GO:0031113)","1/35",0.245247643629184,0.391954749081659,0,0,3.66370699223086,5.14929177495067,"AKAP9","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2691","membrane protein proteolysis (GO:0033619)","1/35",0.245247643629184,0.391954749081659,0,0,3.66370699223086,5.14929177495067,"PSEN1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2692","regulation of phosphoprotein phosphatase activity (GO:0043666)","1/35",0.245247643629184,0.391954749081659,0,0,3.66370699223086,5.14929177495067,"AKAP6","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2693","positive regulation of telomerase activity (GO:0051973)","1/35",0.245247643629184,0.391954749081659,0,0,3.66370699223086,5.14929177495067,"PARM1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2694","neural crest cell development (GO:0014032)","1/35",0.245247643629184,0.391954749081659,0,0,3.66370699223086,5.14929177495067,"ERBB4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2695","protein kinase B signaling (GO:0043491)","1/35",0.245247643629184,0.391954749081659,0,0,3.66370699223086,5.14929177495067,"FOXO3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2696","brain development (GO:0007420)","2/119",0.246453298953327,0.391954749081659,0,0,2.13383100724873,2.98860692156437,"GRIN2B;AFF2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2697","regulation of neuron projection development (GO:0010975)","2/119",0.246453298953327,0.391954749081659,0,0,2.13383100724873,2.98860692156437,"DPYSL3;ARHGAP35","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2698","regulation of phosphorylation (GO:0042325)","2/119",0.246453298953327,0.391954749081659,0,0,2.13383100724873,2.98860692156437,"PSEN1;FNIP2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2699","DNA replication (GO:0006260)","2/120",0.249413552418221,0.393010343324851,0,0,2.11564042051062,2.93786906396579,"NEXMIF;HUS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2700","regulation of potassium ion transport (GO:0043266)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2701","protein acylation (GO:0043543)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"ZDHHC21","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2702","positive regulation of signaling (GO:0023056)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"CLSTN2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2703","sodium ion transmembrane transport (GO:0035725)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"SCN2A","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2704","regulation of filopodium assembly (GO:0051489)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"DPYSL3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2705","calcium ion transmembrane import into cytosol (GO:0097553)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"GRIN2B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2706","regulation of blood circulation (GO:1903522)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"CHRM2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2707","regulation of cysteine-type endopeptidase activity (GO:2000116)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"GRIN2B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2708","plasma membrane organization (GO:0007009)","1/36",0.251296238653768,0.393010343324851,0,0,3.55884995507637,4.91520882220232,"ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2709","central nervous system development (GO:0007417)","3/217",0.251624974766901,0.393010343324851,0,0,1.75242573962736,2.41802418990523,"IL1RAPL2;GRIN2B;AFF2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2710","negative regulation of cell migration (GO:0030336)","2/121",0.252374957103861,0.39354078676846,0,0,2.09775555791937,2.88827244564438,"DLC1;DPYSL3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2711","myelination (GO:0042552)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"SCN2A","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2712","negative regulation of G0 to G1 transition (GO:0070317)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"PHC3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2713","positive regulation of receptor activity (GO:2000273)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"AKAP6","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2714","regulation of dendrite development (GO:0050773)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"CHRNB2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2715","regulation of metal ion transport (GO:0010959)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2716","positive regulation of axonogenesis (GO:0050772)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"PLXNA2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2717","positive regulation of multi-organism process (GO:0043902)","1/37",0.257296660642518,0.396700156842726,0,0,3.45981830887491,4.69679171195967,"AGO2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2718","mitotic cell cycle phase transition (GO:0044772)","3/221",0.260213560187937,0.400553457817386,0,0,1.71992052825337,2.31544748257733,"USP37;AKAP9;ALMS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2719","DNA damage checkpoint (GO:0000077)","1/38",0.263249290882981,0.403284456799966,0,0,3.36613972463029,4.49263124776499,"HUS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2720","positive regulation of innate immune response (GO:0045089)","1/38",0.263249290882981,0.403284456799966,0,0,3.36613972463029,4.49263124776499,"POLR3B","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2721","regulation of cellular amide metabolic process (GO:0034248)","1/38",0.263249290882981,0.403284456799966,0,0,3.36613972463029,4.49263124776499,"FOXO3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2722","protein transport (GO:0015031)","4/326",0.26466739488113,0.404810257880389,0,0,1.55422838031534,2.06600680731352,"USP6NL;NAPB;STX17;BLZF1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2723","cellular protein localization (GO:0034613)","4/327",0.266429081232248,0.405210632363452,0,0,1.54933714376439,2.04922640792571,"USP6NL;NAPB;STX17;ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2724","G2/M transition of mitotic cell cycle (GO:0000086)","2/126",0.267192132947989,0.405210632363452,0,0,2.0126582278481,2.65628072873124,"AKAP9;ALMS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2725","cytoskeleton organization (GO:0007010)","2/126",0.267192132947989,0.405210632363452,0,0,2.0126582278481,2.65628072873124,"PCLO;BRWD3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2726","signal transduction by p53 class mediator (GO:0072331)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"ZMAT4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2727","positive regulation of fat cell differentiation (GO:0045600)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"ASXL2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2728","regulation of G0 to G1 transition (GO:0070316)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"PHC3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2729","regulation of RNA metabolic process (GO:0051252)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"AFF2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2730","Golgi to plasma membrane transport (GO:0006893)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"BLZF1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2731","mitotic DNA damage checkpoint (GO:0044773)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"HUS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2732","ERBB2 signaling pathway (GO:0038128)","1/39",0.269154507628278,0.405210632363452,0,0,3.27739159218802,4.30147711544432,"ERBB4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2733","negative regulation of response to stimulus (GO:0048585)","2/127",0.270156219223121,0.405445718677579,0,0,1.99645569620253,2.61287117022051,"ERBB4;VPS13C","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2734","cell cycle G2/M phase transition (GO:0044839)","2/127",0.270156219223121,0.405445718677579,0,0,1.99645569620253,2.61287117022051,"AKAP9;ALMS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2735","negative regulation of transport (GO:0051051)","1/40",0.275012686202332,0.410166665735671,0,0,3.19319464602483,4.12221647195595,"CTTNBP2NL","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2736","negative regulation of TOR signaling (GO:0032007)","1/40",0.275012686202332,0.410166665735671,0,0,3.19319464602483,4.12221647195595,"EPM2A","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2737","neuron migration (GO:0001764)","1/40",0.275012686202332,0.410166665735671,0,0,3.19319464602483,4.12221647195595,"NAV1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2738","regulation of protein dephosphorylation (GO:0035304)","1/40",0.275012686202332,0.410166665735671,0,0,3.19319464602483,4.12221647195595,"DLC1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2739","endosomal transport (GO:0016197)","3/229",0.277501119700117,0.413235363031696,0,0,1.65836198635928,2.12590449667274,"VPS13C;TGFBRAP1;ALMS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2740","generation of neurons (GO:0048699)","2/130",0.279046370594991,0.414323702772251,0,0,1.9493670886076,2.48812791709762,"FZD3;NAV1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2741","cellular protein modification process (GO:0006464)","10/1001",0.280604885706224,0.414323702772251,0,0,1.26801210898083,1.61139955156445,"FBXL20;MAPK10;PGAP1;ST8SIA3;HUNK;SIK2;KSR2;FNIP2;KCTD7;CTTNBP2NL","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2742","bicarbonate transport (GO:0015701)","1/41",0.280824198959294,0.414323702772251,0,0,3.11320754716981,3.95385587293882,"SLC26A4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2743","cellular response to peptide (GO:1901653)","1/41",0.280824198959294,0.414323702772251,0,0,3.11320754716981,3.95385587293882,"PSEN1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2744","regulation of calcium-mediated signaling (GO:0050848)","1/41",0.280824198959294,0.414323702772251,0,0,3.11320754716981,3.95385587293882,"RCAN3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2745","regulation of protein localization (GO:0032880)","1/41",0.280824198959294,0.414323702772251,0,0,3.11320754716981,3.95385587293882,"SLC26A4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2746","glycolipid biosynthetic process (GO:0009247)","1/42",0.286589415244868,0.418962270152178,0,0,3.03712225801503,3.79550594945331,"ST8SIA3","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2747","regulation of ion transmembrane transporter activity (GO:0032412)","1/42",0.286589415244868,0.418962270152178,0,0,3.03712225801503,3.79550594945331,"ANK2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2748","regulation of protein modification process (GO:0031399)","1/42",0.286589415244868,0.418962270152178,0,0,3.03712225801503,3.79550594945331,"FNIP2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2749","cellular response to radiation (GO:0071478)","1/42",0.286589415244868,0.418962270152178,0,0,3.03712225801503,3.79550594945331,"HUS1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2750","regulation of telomerase activity (GO:0051972)","1/42",0.286589415244868,0.418962270152178,0,0,3.03712225801503,3.79550594945331,"PARM1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2751","translesion synthesis (GO:0019985)","1/42",0.286589415244868,0.418962270152178,0,0,3.03712225801503,3.79550594945331,"NEXMIF","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2752","regulation of B cell proliferation (GO:0030888)","1/43",0.292308701644302,0.424046522608892,0,0,2.96466007786763,3.64636835843158,"CHRNB2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2753","negative regulation of ERBB signaling pathway (GO:1901185)","1/43",0.292308701644302,0.424046522608892,0,0,2.96466007786763,3.64636835843158,"ERBB4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2754","eye development (GO:0001654)","1/43",0.292308701644302,0.424046522608892,0,0,2.96466007786763,3.64636835843158,"CACNA1C","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2755","intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)","1/43",0.292308701644302,0.424046522608892,0,0,2.96466007786763,3.64636835843158,"ZMAT4","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2756","response to hydrogen peroxide (GO:0042542)","1/43",0.292308701644302,0.424046522608892,0,0,2.96466007786763,3.64636835843158,"DLC1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2757","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)","3/236",0.292720331561091,0.424046522608892,0,0,1.60796588392882,1.97544658905808,"SPEN;CSTF2T;ESS2","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"2758","regulation of focal adhesion assembly (GO:0051893)","1/44",0.297982421748813,0.429076790476143,0,0,2.89556823168056,3.50572463274254,"DLC1","Downreg","GO_Biological_Process_2018","HDAC5c_HDAC5s"
